cn,pr,pf,link,inst,plink,rating,tags
Docker and Kubernetes: The Complete,3399,Udemy,https://www.udemy.com/course/docker-and-kubernetes-the-complete-guide/,Stephen Grider,https://img-c.udemycdn.com/course/240x135/1793828_7999_2.jpg,4.6,Development
Competitive Programming Essentials Master Algorithms,0,Udemy,https://www.udemy.com/course/competitive-programming-algorithms-coding-minutes/,Prateek Narang Apaar Kamal Coding Minutes,https://img-c.udemycdn.com/course/240x135/4087810_2aaf.jpg,4.2,Data Structure and Algorithm
Web3 and Blockchain in Global Commerce,0,Coursera,https://www.coursera.org/specializations/web3-blockchain-global-commerce,INSEAD,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/13/f99fdd69be4f258ce2f9f31b75eb98/Specialization.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=265&h=216,4.6,Blockchain Technology
DBMS (Database Management system) Complete Playlist,0,Youtube,https://www.youtube.com/playlist?list=PLxCzCOWd7aiFAN6I8CuViBuCdJgiOkT2Y,Gate Smashers,https://img.youtube.com/vi/kBdlM6hNDAE/sddefault.jpg,0,DBMS
NOC:Natural Language Processing,0,NPTEL,https://nptel.ac.in/courses/106105158,Prof. Pawan Goyal,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
1.5 Computer Networks (Complete Playlist),0,Youtube,https://www.youtube.com/playlist?list=PLmXKhU9FNesSjFbXSZGF8JF_4LVwwofCd,Knowledge Gate,https://img.youtube.com/vi/7NFJGH4PzAs/maxresdefault.jpg,0,Computer Network
IBM Cybersecurity Analyst,0,Coursera,https://www.coursera.org/professional-certificates/ibm-cybersecurity-analyst,IBM,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/67/6a8a23c93d424fa3a39138428681f3/Professional_Certificate_-_IBM_Cybersecurity_Analyst.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,4.6,Cyber Security
PowerShell: Step-by-step Windows 10 and,2699,Udemy,https://www.udemy.com/course/powershell-51-and-6/,Kevin Brown,https://img-c.udemycdn.com/course/240x135/2337452_b8e7_4.jpg,4.7,Operating System
CAD For VLSI Design II,0,NPTEL,https://nptel.ac.in/courses/106106089,Prof. V. Kamakoti Prof. Shankar Balachandran,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Software Engineering,0,NPTEL,https://nptel.ac.in/courses/106101061,Prof. Rushikesh K Joshi Prof. Umesh Bellur Prof. N.L. Sarda,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Deep Learning and Reinforcement Learning,0,Coursera,https://www.coursera.org/learn/deep-learning-reinforcement-learning,IBM,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/04/7c13b3f6174c9fa7f625b36da2b798/ML_Graphic.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=265&h=216,4.6,Robotics
NOC:Programming And Data Structures (PDS),0,NPTEL,https://nptel.ac.in/courses/106106130,Dr. N S. Narayanaswamy,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Robotics: Mobility,0,Coursera,https://www.coursera.org/learn/robotics-mobility,University of Pennsylvania,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/ea/1685007cd911e58b0e75bcc028bad2/Mobility-Logo.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,3.8,Robotics
ROS For Beginners (ROS Noetic,3199,Udemy,https://www.udemy.com/course/ros-for-beginners/,Edouard Renard,https://img-c.udemycdn.com/course/240x135/1725034_3ae6.jpg,4.5,Robotics
Data Science BootCamp,0,GeeksforGeeks,https://practice.geeksforgeeks.org/courses/fork-data-science-course,-,https://media.geeksforgeeks.org/img-practice/banner/fork-data-science-course-thumbnail.png?v=19550,0,Machine Learning
Computer Algorithms - 2,0,NPTEL,https://nptel.ac.in/courses/106104019,Prof. Shashank K. Mehta,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Natural Language Processing,0,NPTEL,https://nptel.ac.in/courses/106101007,Prof. Pushpak Bhattacharyya,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Master Java Programming - Complete Beginner to Advanced,1999,GeeksforGeeks,https://practice.geeksforgeeks.org/courses/Java-Programming-basic-to-advanced,Sandeep Jain,https://media.geeksforgeeks.org/img-practice/banner/Java-Programming-basic-to-advanced-thumbnail.png?v=19550,4.5,Miscellaneous
Object Oriented Java Programming: Data Structures and Beyond,0,Coursera,https://www.coursera.org/specializations/java-object-oriented,University of California San Diego,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d2j5ihb19pt1hq.cloudfront.net/sdp_page/s12n_logos/UCSD_JavaProgrammingOODDS_Getty483605575.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=fill&q=50,4.7,Data Structure and Algorithm
The Bits and Bytes of Computer Networking,0,Coursera,https://www.coursera.org/learn/computer-networking,Google,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/a4/8734d0f1ad11e7ae1dfb59d4b2b62a/Course-Logo-2.jpg?auto=format%2Ccompress&dpr=1&w=330&h=330&fit=fill&q=25,4.7,Computer Network
Artificial Intelligence,0,NPTEL,https://nptel.ac.in/courses/106105077,Prof. Anupam Basu Prof. S. Sarkar,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
JavaScript: Understanding the Weird Parts,0,Udemy,https://www.udemy.com/course/understand-javascript/,Anthony Alicea,https://img-c.udemycdn.com/course/240x135/364426_2991_6.jpg,4.8,Development
IBM Full Stack Software Developer,0,Coursera,https://www.coursera.org/professional-certificates/ibm-full-stack-cloud-developer,IBM,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/18/2aa16c328a457cb910aa933bf2cd87/Professional-Certificate-Cloud-App.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,4.6,Blockchain Technology
The Full Stack,0,Coursera,https://www.coursera.org/learn/the-full-stack,Meta,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/f9/26553ed4394a9ca52dd81e928d5b05/iOS-dev4.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50,4.6,Development
NOC:Spatial Innformatics,0,NPTEL,https://nptel.ac.in/courses/106105219,Prof. Soumya Kanti Ghosh,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Google Data Analytics,0,Coursera,https://www.coursera.org/professional-certificates/google-data-analytics,Google,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/4a/cb36835ae3421187080898a7ecc11d/Google-G_360x360.png?auto=format%2Ccompress&dpr=1&w=25&h=25&q=40,4.8,Machine Learning 
GATE CS & IT 2024,6999,GeeksforGeeks,https://practice.geeksforgeeks.org/courses/gate-live-course,Puneet Kansal,https://media.geeksforgeeks.org/img-practice/banner/gate-live-course-thumbnail.png?v=19550,4.5,Miscellaneous
NOC:Bandit Algorithm (Online Machine Learning),0,NPTEL,https://nptel.ac.in/courses/110101145,Prof. Manjesh Hanawal,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
TensorFlow Developer Certificate in 2023:,3399,Udemy,https://www.udemy.com/course/tensorflow-developer-certificate-machine-learning-zero-to-mastery/,Andrei Neagoie Daniel Bourke,https://img-c.udemycdn.com/course/240x135/3693164_f87d_3.jpg,4.6,Machine Learning
Machine Learning Introduction for Everyone,0,Coursera,https://www.coursera.org/learn/machine-learning-introduction-for-everyone,IBM,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/8f/7afa60cbe911e8a233973e775a70ad/machine-learning-3.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,4.5,Machine Learning 
Linux Administration: The Complete Linux,2999,Udemy,https://www.udemy.com/course/linux-crash-course/,The Linux Lighthouse,https://img-c.udemycdn.com/course/240x135/137194_ece8_15.jpg,4.4,Operating System
Decentralized Finance (DeFi): The Future of Finance,0,Coursera,https://www.coursera.org/specializations/decentralized-finance-duke,Duke University,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/00/522dfe4d40412ebd73044e8efd8109/DeFi.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,4.8,Blockchain Technology
Computer Networks Fundamentals Use this,2299,Udemy,https://www.udemy.com/course/computer-networks-fundamentals/,Cyber Quince,https://img-c.udemycdn.com/course/240x135/4925422_ca20_8.jpg,4.6,Computer Network
NOC:Machine Learning For Earth System Sciences,0,NPTEL,https://nptel.ac.in/courses/106105238,Prof. Adway Mitra,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
The Complete Data Structures &,0,Udemy,https://www.udemy.com/course/complete-dsa-c-java/,Abbass Masri,https://img-b.udemycdn.com/course/240x135/4427544_914e_5.jpg,4.3,Data Structure and Algorithm
The Complete Machine Learning Course,2899,Udemy,https://www.udemy.com/course/machine-learning-course-with-python/,Codestars • over 2 million students worldwide! Anthony NG Rob Percival,https://img-c.udemycdn.com/course/240x135/1382702_a351.jpg,4.4,Machine Learning
Master Coding Interview :Data structures,3199,Udemy,https://www.udemy.com/course/data-structures-and-algorithms-dsa/,Jackson Kailath,https://img-c.udemycdn.com/course/240x135/4477020_eea5_3.jpg,4.4,Data Structure and Algorithm
Core Java Programming from Scratch,0,Udemy,https://www.udemy.com/course/core-java-fundamentals/,Hussain Ashruf,https://img-c.udemycdn.com/course/240x135/763258_d963_6.jpg,4.4,OOPS
Python Programming Master Course (2022),3199,Udemy,https://www.udemy.com/course/python-programming-beginners-bootcamp/,Mohit Uniyal Prateek Narang Coding Minutes,https://img-c.udemycdn.com/course/240x135/3969182_c593_3.jpg,4.3,OOPS
Python Mega Course: Learn Python,3399,Udemy,https://www.udemy.com/course/the-python-mega-course/,Ardit Sulce,https://img-c.udemycdn.com/course/240x135/692188_9da7_30.jpg,4.6,Development
Robot Localization with Python and Particle Filters,0,Coursera,https://www.coursera.org/projects/robot-localization-python-particle-filter,Coursera Project Network,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/dc/77e026911e4efd9d1430e634f0cbce/robot1_1200x1200.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,4.5,Robotics
NOC:Multimodal Interaction,0,NPTEL,https://nptel.ac.in/courses/106106200,Prof. Dr.-Ing.Sebastian Moller Dr.-Ing. Stefan Hillmann,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Basics of C++ with Data Structures andAlgorithms,20998,CodingNinjas,https://www.codingninjas.com/courses/c-plus-plus-data-structures-and-algorithms?pageGroup=0,-,https://files.codingninjas.com/cdn-cgi/image/width=434/c-10823.png,4.8,Data Structure and Algorithm
Object Oriented Programming - Basics,3099,Udemy,https://www.udemy.com/course/oop-learnit/,Andrii Piatakha Learn IT University,https://img-c.udemycdn.com/course/240x135/3520172_30b8_2.jpg,4.4,OOPS
NOC:Programming Data Structures and Algorithms using Python,0,NPTEL,https://nptel.ac.in/courses/106106145,Prof. Madhavan Mukund,https://upload.wikimedia.org/wikipedia/en/thumb/6/69/IIT_Madras_Logo.svg/1200px-IIT_Madras_Logo.svg.png,0,Data Structure and Algorithm
Windows Server 2012 System Administration:,2299,Udemy,https://www.udemy.com/course/systems-administration-101-active-directory/,Paul Hill,https://img-c.udemycdn.com/course/240x135/687586_bbd0_2.jpg,4.8,Operating System
IT Networking Fundamentals: Be a,1999,Udemy,https://www.udemy.com/course/learn-fundamentals-of-networks-from-scratch/,Anchal Kamra,https://img-c.udemycdn.com/course/240x135/3358774_d446.jpg,4,Computer Network
Blockchain,0,Coursera,https://www.coursera.org/specializations/uci-blockchain,University of California Irvine,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/67/2e1df59fa84ab8adc26794aef8618f/coursera-icon.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=265&h=216,4.1,Blockchain Technology
NOC:Design & Implementation Of Human-Computer Interfaces,0,NPTEL,https://nptel.ac.in/courses/106103237,Prof. Samit Bhattacharya,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Preparing for Google Cloud Certification: Machine Learning Engineer,0,Coursera,https://www.coursera.org/professional-certificates/preparing-for-google-cloud-machine-learning-engineer-professional-certificate,Google Cloud,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/8f/7afa60cbe911e8a233973e775a70ad/machine-learning-3.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,4.6,Machine Learning 
Introduction to Machine Learning on AWS,0,Coursera,https://www.coursera.org/learn/machine-learning-on-aws,Amazon Web Services,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/a4/7cd68a658840ddbb95c38cdd0bbc8e/aws-logo-icon-PNG-Transparent-Background.png?auto=format%2Ccompress&dpr=1&w=25&h=25&q=40,4.4,Machine Learning 
Core Java Made Easy (Covers,3199,Udemy,https://www.udemy.com/course/corejavamadeeasy/,Bharath Thippireddy,https://img-b.udemycdn.com/course/240x135/911256_4d20_5.jpg,4.5,OOPS
Data Structures A-Z : Data,3199,Udemy,https://www.udemy.com/course/data-structures-and-algorithms-the-complete-guide/,Vinoth Parthasarathy,https://img-c.udemycdn.com/course/240x135/2165246_3286_6.jpg,4.9,Data Structure and Algorithm
NOC:Data Structure And Algorithms Using Java,0,NPTEL,https://nptel.ac.in/courses/106105225,Prof. Debasis Samanta,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
NOC:Introduction To Quantum Computing: Quantum Algorithms And Qiskit,0,NPTEL,https://nptel.ac.in/courses/106106232,Prof. Prabha Mandayam Prof. Anupama Ray Prof. Sheshashayee Raghunathan,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Robotic Process Automation (RPA),0,Coursera,https://www.coursera.org/specializations/roboticprocessautomation,UiPath,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/c7/8066a4ce9f41f4864d878f3800afb7/specialization_certification_logo.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,4.7,Robotics
Linux for Cloud & DevOps,0,Udemy,https://www.udemy.com/course/valaxy-linux/,AR Shankar | Valaxy Technologies,https://img-c.udemycdn.com/course/240x135/3184362_4102_12.jpg,4.5,Operating System
Machine Learning A-Z™: AI Python,3399,Udemy,https://www.udemy.com/course/machinelearning/,Kirill Eremenko Hadelin de Ponteves SuperDataScience Team Ligency Team,https://img-c.udemycdn.com/course/240x135/950390_270f_3.jpg,4.5,Machine Learning
Data Structures Algorithms in Java,0,Udemy,https://www.udemy.com/course/data-structures-algorithms-in-java-secrets-to-ace-leetcode/,Prerak Mehta,https://img-c.udemycdn.com/course/240x135/4633920_91d0.jpg,4.1,Data Structure and Algorithm
Blockchain Security,0,Coursera,https://www.coursera.org/learn/blockchain-security,Infosec,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/96/ac88d055e8423a8511f3005e81a116/Coursera_Blockchain_Security_1200x1200.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,5,Blockchain Technology
The Complete Networking Fundamentals Course.,3399,Udemy,https://www.udemy.com/course/complete-networking-fundamentals-course-ccna-start/,David Bombal,https://img-b.udemycdn.com/course/240x135/751094_fb27_2.jpg,4.6,Computer Network
Computational Thinking for Problem Solving,0,Coursera,https://www.coursera.org/learn/computational-thinking-problem-solving,University of Pennsylvania,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/9b/6a9ff0cb1811e8a19615daa57b354d/CTMOOC_800x800.jpg?auto=format%2Ccompress&dpr=2&fit=fill&w=330&h=330,4.7,Data Structure and Algorithm
Web development Tutorials For Beginners in Hindi: HTML CSS Javascript,0,Youtube,https://www.youtube.com/playlist?list=PLu0W_9lII9agiCUZYRsvtGTXdxkzPyItg,CodewithHarry,https://img.youtube.com/vi/6mbwJ2xhgzM/maxresdefault.jpg,0,Development
ACM India – RBCDSAI Summer School on DS/AI/ML (For Women Only) Hosted by PSG College of Technology Coimbatore,0,NPTEL,https://nptel.ac.in/courses/106106246,,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
NOC:Ethical Hacking,0,NPTEL,https://nptel.ac.in/courses/106105217,Prof. Indranil Sengupta,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Blockchain,0,Coursera,https://www.coursera.org/specializations/uci-blockchain,University of California Irvine,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/67/2e1df59fa84ab8adc26794aef8618f/coursera-icon.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,4.1,Blockchain Technology
NOC:Synthesis Of Digital Systems,0,NPTEL,https://nptel.ac.in/courses/106102181,Prof. Preeti Ranjan Panda,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Introduction to Machine Learning for,2899,Udemy,https://www.udemy.com/course/machine-learning-for-data-science/,David Valentine,https://img-c.udemycdn.com/course/240x135/971154_6799_2.jpg,4.5,Machine Learning
Computer Vision with Embedded Machine Learning,0,Coursera,https://www.coursera.org/learn/computer-vision-with-embedded-machine-learning,Edge Impulse,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/d6/c1bdf047444e298ed052bb13419f3f/coursera_CV_A_1200x1200.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,4.7,Robotics
Modern Robotics: Mechanics Planning and Control,0,Coursera,https://www.coursera.org/specializations/modernrobotics,Northwestern University,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/ef/c74f40288811e890d57f736e88249c/Coursera_Logo2.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,4.7,Robotics
Node-RED: IoT projects with ESP32,799,Udemy,https://www.udemy.com/course/node-red-iot-projects-with-esp32/,Markus Edenhauser,https://img-c.udemycdn.com/course/240x135/5217882_d620.jpg,4.5,IoT
IBM Front-End Developer,0,Coursera,https://www.coursera.org/professional-certificates/ibm-frontend-developer,IBM,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/62/7609d56f6243fa9f2bee34d340cf10/IBM-Front-End-Developer-Professional-Certificate.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,4.5,Development
NOC:User-Centric Computing For Human-Computer Interaction,0,NPTEL,https://nptel.ac.in/courses/106103220,Prof. Samit Bhattacharya,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
