cn,pr,pf,link,inst,plink,rating,tags
Computational Neuroscience,0,Coursera,https://www.coursera.org/learn/computational-neuroscience,University of Washington,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera/topics/compneuro/large-icon.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,4.6,Robotics
VLSI Design Verification And Test,0,NPTEL,https://nptel.ac.in/courses/106103016,Prof. Jatindra Kumar Deka Dr. Santosh Biswas,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
IBM Machine Learning,0,Coursera,https://www.coursera.org/professional-certificates/ibm-machine-learning,IBM,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/bb/f5ced2bdd4437aa79f00eb1bf7fbf0/IBM-Logo-Blk---Square.png?auto=format%2Ccompress&dpr=1&w=25&h=25&q=40,4.6,Machine Learning 
WebDriverIO + Node.js -JavaScript UI,3199,Udemy,https://www.udemy.com/course/webdriverio-tutorial-nodejs-javascript/,Rahul Shetty,https://img-c.udemycdn.com/course/240x135/3943902_2e7a_4.jpg,4.5,OOPS
NOC:Discrete Structures,0,NPTEL,https://nptel.ac.in/courses/106105192,Prof. Dipanwita Roychowdhury,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Cybersecurity Attack and Defense Fundamentals,0,Coursera,https://www.coursera.org/specializations/cybersecurity-attack-and-defense,EC-Council,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/28/4c416175464fadbd7c8979edb7bff7/MicrosoftTeams-image-5-.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,4.7,Cyber Security
Blockchain 360: A State of the Art for Professionals,0,Coursera,https://www.coursera.org/learn/blockchain-professionals,EIT Digital,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/3e/672a03309942fb826395cca14401d0/blockchain-1.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,4.5,Blockchain Technology
Beginners Masterclass into Internet of,3199,Udemy,https://www.udemy.com/course/internet-of-things-raspberrypi-azure/,Amit Rana,https://img-b.udemycdn.com/course/240x135/2853038_b508.jpg,4.6,IoT
Developing Back-End Apps with Node.js and Express,0,Coursera,https://www.coursera.org/learn/developing-backend-apps-with-nodejs-and-express,IBM,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/bc/2691e15f754f10a2b78d71617ae50d/Node.js.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=265&h=216,4.3,Development
Introduction to Cybersecurity Foundations,0,Coursera,https://www.coursera.org/learn/introduction-to-cybersecurity-foundations,Infosec,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/65/fd51188f0947bca11e033130a0a9b9/Coursera_Cybersecurity_Foundations_1200x1200.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,4.7,Cyber Security
Building Internet of Things Projects,2599,Udemy,https://www.udemy.com/course/arduino-iot-cloud/,Lee Assam,https://img-c.udemycdn.com/course/240x135/2291985_0e39.jpg,4.4,IoT
Java OOPs Concepts In Selenium,0,Udemy,https://www.udemy.com/course/java-oops-concepts-in-selenium-automation-framework/,Bijan Patel,https://img-b.udemycdn.com/course/240x135/3610010_196c_2.jpg,3.7,OOPS
NOC:Deep Learning For Computer Vision,0,NPTEL,https://nptel.ac.in/courses/106106224,Prof. Vineeth N Balasubramanian,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Complete Windows Server Administration Course,3199,Udemy,https://www.udemy.com/course/complete-windows-server-2016-administration-course/,Imran Afzal,https://img-c.udemycdn.com/course/240x135/1680944_c58b_8.jpg,4.6,Operating System
NOC:Advanced Computer Architecture,0,NPTEL,https://nptel.ac.in/courses/106102229,Prof. Smruti R. Sarangi,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
The Complete Python Bootcamp From,3399,Udemy,https://www.udemy.com/course/complete-python-bootcamp/,Jose Portilla,https://img-c.udemycdn.com/course/240x135/567828_67d0.jpg,4.6,Development
MLOps | Machine Learning Operations,0,Coursera,https://www.coursera.org/specializations/mlops-machine-learning-duke,Duke University,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/8f/7afa60cbe911e8a233973e775a70ad/machine-learning-3.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,4.4,Machine Learning 
Data Structures and Algorithms,0,Coursera,https://www.coursera.org/specializations/data-structures-algorithms,University of California San Diego,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/2a/34a150d9ad11e5bd22cb7d7d7686df/logo3.png?auto=format%2Ccompress&dpr=1&w=330&h=330&fit=fill&q=25,4.6,Data Structure and Algorithm
Object Oriented Programming using C++,1999,Udemy,https://www.udemy.com/course/oops-and-c-from-basic-to-advanced/,Sandeep Soni,https://img-c.udemycdn.com/course/240x135/1506352_eede_2.jpg,4.2,OOPS
NOC:Practical Machine Learning With Tensorflow,0,NPTEL,https://nptel.ac.in/courses/106106213,Prof. Ashish Tendulkar Dr. B. Ravindran,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
IBM Data Science,0,Coursera,https://www.coursera.org/professional-certificates/ibm-data-science,IBM,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/bb/f5ced2bdd4437aa79f00eb1bf7fbf0/IBM-Logo-Blk---Square.png?auto=format%2Ccompress&dpr=1&w=25&h=25&q=40,4.6,Machine Learning 
NOC:Selected Topics In Algorithms,0,NPTEL,https://nptel.ac.in/courses/106105242,Prof. Palash Dey,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Algorithms Part I,0,Coursera,https://www.coursera.org/learn/algorithms-part1,Princeton University,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/e3/b971b05cfe11e89d97d1bd932bfd30/algs4partI-logo.png?auto=format%2Ccompress&dpr=1&w=330&h=330&fit=fill&q=25,4.9,Data Structure and Algorithm
Top 300 .NET & Angular,2999,Udemy,https://www.udemy.com/course/top-300-net-angular-interview-questions-fullstack/,Happy Rawat,https://img-b.udemycdn.com/course/240x135/4978216_d8c4.jpg,4.7,OOPS
DBMS Full Course By Coding Ninjas,0,Youtube,https://www.youtube.com/playlist?list=PLrk5tgtnMN6RP0PMnyBVI15N_phCQevZM,Coding Ninjas,https://img.youtube.com/vi/IF7YYE7hCI0/sddefault.jpg,0,DBMS
Principles Of Compiler Design,0,NPTEL,https://nptel.ac.in/courses/106108113,Prof. Y.N. Srikanth,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
IP Addressing and Subnetting -,2699,Udemy,https://www.udemy.com/course/ip-addressing-and-subnetting-course/,TIA Education Andrew Ramdayal,https://img-c.udemycdn.com/course/240x135/3417778_dcc7_5.jpg,4.8,Computer Network
Discrete Mathematical Structures,0,NPTEL,https://nptel.ac.in/courses/106106094,Prof. Kamala Krithivasan,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Introduction to Software Programming and Databases,0,Coursera,https://www.coursera.org/learn/introduction-software-programming-and-databases,IBM,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/64/c0bdc06ddb4b6b9b82934140b9893d/Final_Introductions-to-Software--Applications--and-Databases.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,4.8,DBMS
Operating Systems,0,NPTEL,https://nptel.ac.in/courses/106102132,Prof. Sorav Bansal,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Machine Learning,0,Coursera,https://www.coursera.org/specializations/machine-learning,University of Washington,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/8f/7afa60cbe911e8a233973e775a70ad/machine-learning-3.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,4.6,Machine Learning 
NOC:Python For Data Science,0,NPTEL,https://nptel.ac.in/courses/106106212,Prof. Ragunathan Rengasamy,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Real Time Systems,0,NPTEL,https://nptel.ac.in/courses/106105036,Prof. Rajib Mall,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
NOC:Algorithms For Big Data,0,NPTEL,https://nptel.ac.in/courses/106106142,Prof. John Augustine,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
CompTIA Network+ (N10-008) Full Course,3199,Udemy,https://www.udemy.com/course/comptia-network-n10-008/,Jason Dion,https://img-b.udemycdn.com/course/240x135/4223486_9c44.jpg,4.7,Computer Network
Introduction To Database Systems And Design,0,NPTEL,https://nptel.ac.in/courses/106106095,Prof. P.Sreenivasa Kumar,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Learning Computer Communication and Networking,1999,Udemy,https://www.udemy.com/course/learning-computer-communication-and-networking-fundamentals/,Mridula Korde,https://img-b.udemycdn.com/course/240x135/3983702_c171_2.jpg,4.5,Computer Network
NOC:Computer Architecture,0,NPTEL,https://nptel.ac.in/courses/106102157,Prof. Smruti R.Sarangi,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Bitcoin and Cryptocurrency Technologies,0,Coursera,https://www.coursera.org/learn/cryptocurrency,Princeton University,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/ee/2b33505cfd11e8b7aa710a36ed3069/bitcoins-logo.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,4.6,Blockchain Technology
Microsoft Cybersecurity Analyst,0,Coursera,https://www.coursera.org/professional-certificates/microsoft-cybersecurity-analyst,Microsoft,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/9b/a870c38e6549769853ebcb38e52b08/Microsoft-Cyber-Thumbnail.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,0,Cyber Security
Computer Graphics,0,NPTEL,https://nptel.ac.in/courses/106102063,Prof. Prem K Kalra,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Introduction to Cybersecurity Tools & Cyber Attacks,0,Coursera,https://www.coursera.org/learn/introduction-cybersecurity-cyber-attacks,IBM,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/a1/4d3f79658647c595a756fba0e715e8/hacker.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,4.6,Cyber Security
NOC:Software Project Management,0,NPTEL,https://nptel.ac.in/courses/106105218,Prof. Rajib Mall Prof. Durga Prasad Mohapatra,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
NOC:Hardware Modeling Using Verilog,0,NPTEL,https://nptel.ac.in/courses/106105165,Prof. Indranil Sengupta,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Blockchain,0,Coursera,https://www.coursera.org/specializations/uci-blockchain,University of California Irvine,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/67/2e1df59fa84ab8adc26794aef8618f/coursera-icon.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=265&h=216,4.1,Blockchain Technology
Linux for Absolute Beginners! Get,2599,Udemy,https://www.udemy.com/course/linux-system-admin/,Joseph Delgadillo Nick Germaine,https://img-c.udemycdn.com/course/240x135/1096864_47ee_2.jpg,4.3,Operating System
Introduction to Cybersecurity Essentials,0,Coursera,https://www.coursera.org/learn/introduction-to-cybersecurity-essentials,IBM,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/df/46c3972a89409d8e61d5cc5cc3ad16/Intro-to-Cybersecurity-Essentials-Temp-no-watermark-.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,4.9,Cyber Security
NOC:Introduction To Industry 4.0 And Industrial Internet Of Things,0,NPTEL,https://nptel.ac.in/courses/106105195,Prof. Sudip Misra,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Web3 and Blockchain in Global Commerce,0,Coursera,https://www.coursera.org/specializations/web3-blockchain-global-commerce,INSEAD,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/13/f99fdd69be4f258ce2f9f31b75eb98/Specialization.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=265&h=216,4.6,Blockchain Technology
Data Structures And Algorithms,0,NPTEL,https://nptel.ac.in/courses/106102064,Prof. Naveen Garg,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
NOC:Secure Computation: Part I,0,NPTEL,https://nptel.ac.in/courses/106108229,Prof. Ashish Choudhury,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
CAD For VLSI Design I,0,NPTEL,https://nptel.ac.in/courses/106106088,Prof. V. Kamakoti Prof. Shankar Balachandran,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Google Cybersecurity,0,Coursera,https://www.coursera.org/professional-certificates/google-cybersecurity,Google,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/f7/afb1bb590e4fe682dfa3bd286e0c35/GoogleCarter-cybersecurity.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,4.8,Cyber Security
Python Object Oriented Programming (OOPs),2299,Udemy,https://www.udemy.com/course/pythonoops/,Rahul Tiwari,https://img-c.udemycdn.com/course/240x135/3248606_094a_5.jpg,4.5,OOPS
Advanced Data Structures and Algorithms,0,Udemy,https://www.udemy.com/course/data-structures-and-algorithms-in-c-2/,Deepali Srivastava,https://img-c.udemycdn.com/course/240x135/3617324_ada9.jpg,4.3,Data Structure and Algorithm
NOC:Cyber Security And Privacy,0,NPTEL,https://nptel.ac.in/courses/106106248,,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Data Structures and Algorithms In,2999,Udemy,https://www.udemy.com/course/data-structures-and-algorithms-in-c/,Deepali Srivastava,https://img-c.udemycdn.com/course/240x135/325552_4d62_14.jpg,4.2,Data Structure and Algorithm
Learn C++ Programming :Tactics to,2599,Udemy,https://www.udemy.com/course/c-programming-mastery/,Manjula vimalesh,https://img-c.udemycdn.com/course/240x135/4644952_6dfb_3.jpg,3.4,OOPS
Active Directory & Group Policy,3199,Udemy,https://www.udemy.com/course/active-directory-group-policy-2012/,Paul Hill,https://img-c.udemycdn.com/course/240x135/700114_3644_2.jpg,4.5,Operating System
Computer Organization And Architecture,0,NPTEL,https://nptel.ac.in/courses/106103068,Prof. Jatindra Kumar Deka,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
SQL: A Practical Introduction for Querying Databases,0,Coursera,https://www.coursera.org/learn/sql-practical-introduction-for-querying-databases,IBM,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/34/3819b0a78a424a82ede83dc0cfad4f/Querying-Databases-with-SQL.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,4.6,DBMS
Applied Data Science with Python,0,Coursera,https://www.coursera.org/specializations/data-science-python,University of Michigan,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/8f/7afa60cbe911e8a233973e775a70ad/machine-learning-3.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,4.5,Machine Learning 
Machine Learning with Javascript Master,3199,Udemy,https://www.udemy.com/course/machine-learning-with-javascript/,Stephen Grider,https://img-c.udemycdn.com/course/240x135/1955654_2ed0_2.jpg,4.5,Machine Learning
Master of Science in Cyber Security,0,Coursera,https://www.coursera.org/degrees/msc-cyber-security-london,University of London,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera_assets/ddp/branding/msc-cyber-security-london/msc-cyber-security-london-thumbnail.jpg?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=265&h=216,0,Cyber Security
SQL for Beginners: Learn SQL,0,Udemy,https://www.udemy.com/course/sql-for-beginners-course/,Tim Buchalka's Learn Programming Academy Jean-Paul Roberts,https://img-c.udemycdn.com/course/240x135/1419182_b2cf.jpg,4.6,Development
VBScripting Fundamentals (Updated 2021) Simplest,3199,Udemy,https://www.udemy.com/course/vb-scripting-fundamentals/,Coding Gears | Train Your Brain,https://img-c.udemycdn.com/course/240x135/1191996_811d_5.jpg,4.3,Operating System
NOC:Optimisation For Machine Learning: Theory And Implementation (Hindi),0,NPTEL,https://nptel.ac.in/courses/106106245,Prof. Pravesh Biyani,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Compiler Design,0,NPTEL,https://nptel.ac.in/courses/106104123,Prof. Sanjeev K Aggarwal,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Machine Learning: Theory and Hands-on Practice with Python,0,Coursera,https://www.coursera.org/specializations/machine-learnin-theory-and-hands-on-practice-with-pythong-cu,University of Colorado Boulder,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/a6/7035b7e00b401383be4e5856b8bdaa/Boulder-FL-VERT-B---cropped.png?auto=format%2Ccompress&dpr=1&w=25&h=25&q=40,3.2,Machine Learning 
Data Structures And Program Methodology,0,NPTEL,https://nptel.ac.in/courses/106103069,Dr. S.V. Rao Dr. Pradip K Das,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
.NET/ C# Interview Masterclass -,2999,Udemy,https://www.udemy.com/course/csharp-oops-mvc-asp-dotnet-core-webapi-sql-questions-mock-interviews/,Happy Rawat,https://img-c.udemycdn.com/course/240x135/4214682_4fe6_4.jpg,4.5,OOPS
Operating System,0,Youtube,https://www.youtube.com/playlist?list=PLBlnK6fEyqRiVhbXDGLXDk_OQAeuVcp2O,Neso Academy,https://img.youtube.com/vi/VjPgYcQqqN0/sddefault.jpg,0,Operating System
Deep Learning,0,Coursera,https://www.coursera.org/specializations/deep-learning,DeepLearning.AI,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/http://coursera-university-assets.s3.amazonaws.com/b4/5cb90bb92f420b99bf323a0356f451/Icon.png?auto=format%2Ccompress&dpr=1&w=25&h=25&q=40,4.8,Machine Learning 
Hyper-V on Windows Server 2016,3199,Udemy,https://www.udemy.com/course/hyper-v-on-windows-server-2016-and-windows-10/,Kevin Brown,https://img-c.udemycdn.com/course/240x135/1620262_ca9b_2.jpg,4.6,Operating System
The Web Developer Bootcamp 2023,3399,Udemy,https://www.udemy.com/course/the-web-developer-bootcamp/,Colt Steele,https://img-c.udemycdn.com/course/240x135/625204_436a_3.jpg,4.7,Development
Mercados financeiros,0,Coursera,https://www.coursera.org/learn/financial-markets-global-pt,Yale University,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/51/51d7604aba11e7ae3525d9720463e7/Shiller_FinancialMarkets_New.png?auto=format%2Ccompress&dpr=2&blur=200&px=8&w=265&h=216,4.8,Blockchain Technology
NOC:Real-Time Systems,0,NPTEL,https://nptel.ac.in/courses/106105229,Prof. Rajib Mall Prof. Durga Prasad Mohapatra,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Machine Learning: Theory and Hands-on Practice with Python,0,Coursera,https://www.coursera.org/specializations/machine-learnin-theory-and-hands-on-practice-with-pythong-cu,University of Colorado Boulder,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/8f/7afa60cbe911e8a233973e775a70ad/machine-learning-3.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,3.2,Machine Learning 
Windows Server Update Services (WSUS),2699,Udemy,https://www.udemy.com/course/windows-server-update-services-wsus/,Paul Hill,https://img-c.udemycdn.com/course/240x135/1534966_7966.jpg,4.7,Operating System
Virtual Reality,0,NPTEL,https://nptel.ac.in/courses/106106138,Prof Steven LaValle,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Cryptography And Network Security,0,NPTEL,https://nptel.ac.in/courses/106105031,Dr. Debdeep Mukhopadhyay,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Data Management for Clinical Research,0,Coursera,https://www.coursera.org/learn/clinical-data-management,Vanderbilt University,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/67/c220e0088f11e6afef9baf14d90c9d/DMCRLogo.jpg?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,4.7,DBMS
JavaScript Data Structures & Algorithms,3199,Udemy,https://www.udemy.com/course/data-structures-algorithms-javascript/,Scott Barrett,https://img-c.udemycdn.com/course/240x135/3406816_0ea7_10.jpg,4.7,Data Structure and Algorithm
Introduction to Blockchain for Financial Services,0,Coursera,https://www.coursera.org/learn/intro-blockchain-financial-services,INSEAD,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/d2/9c1ab69b7247bfa649411506111928/course1_thumbnail_fs_2022.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,4.7,Blockchain Technology
Computer Networks,0,NPTEL,https://nptel.ac.in/courses/106106091,Prof. Hema A Murthy,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Python for Data Science and,3399,Udemy,https://www.udemy.com/course/python-for-data-science-and-machine-learning-bootcamp/,Jose Portilla,https://img-c.udemycdn.com/course/240x135/903744_8eb2.jpg,4.6,Development
Machine Learning,0,Coursera,https://www.coursera.org/specializations/machine-learning,University of Washington,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://coursera-university-assets.s3.amazonaws.com/8c/ff2f50afdf11e5ae9d8158e68cbd96/UW_square_180x180.png?auto=format%2Ccompress&dpr=1&w=25&h=25&q=40,4.6,Machine Learning 
Mathematics for Machine Learning,0,Coursera,https://www.coursera.org/specializations/mathematics-machine-learning,Imperial College London,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/8f/7afa60cbe911e8a233973e775a70ad/machine-learning-3.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,4.6,Machine Learning 
Complete Machine Learning & Data,3399,Udemy,https://www.udemy.com/course/complete-machine-learning-and-data-science-zero-to-mastery/,Andrei Neagoie Daniel Bourke,https://img-c.udemycdn.com/course/240x135/2511476_4e38_5.jpg,4.6,Machine Learning
NOC:Discrete Mathematics,0,NPTEL,https://nptel.ac.in/courses/106106183,Prof. Prabuchandran K.J Prof. Sudarshan Iyengar,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
NOC:Hardware Security,0,NPTEL,https://nptel.ac.in/courses/106105194,Dr. Debdeep Mukhopadhyay,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Master the Coding Interview: Data,3399,Udemy,https://www.udemy.com/course/master-the-coding-interview-data-structures-algorithms/,Andrei Neagoie,https://img-c.udemycdn.com/course/240x135/1917546_682b_3.jpg,4.7,Data Structure and Algorithm
OOPS ABAP Interview Questions and,0,Udemy,https://www.udemy.com/course/oops-abap-interview-questions-and-answer-made-easy/,Pankaj Kumar,https://img-c.udemycdn.com/course/240x135/4251372_8565.jpg,4.3,OOPS
Algorithms Part II,0,Coursera,https://www.coursera.org/learn/algorithms-part2,Princeton University,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://s3.amazonaws.com/coursera-course-photos/34/b0ca105cfe11e8970eeb2a232d4fdc/algs4partI-logo.png?auto=format%2Ccompress&dpr=1&w=330&h=330&fit=fill&q=25,4.9,Data Structure and Algorithm
Exploring AWS IoT Device to,3199,Udemy,https://www.udemy.com/course/exploring-aws-iot/,Stephen Borsay,https://img-c.udemycdn.com/course/240x135/1483106_5672_5.jpg,4.6,IoT
Windows 10 Troubleshooting This course,2699,Udemy,https://www.udemy.com/course/windows-10-troubleshooting/,Intellezy Trainers,https://img-c.udemycdn.com/course/240x135/1261160_ca58_3.jpg,4.6,Operating System
Cybersecurity Foundations,0,Coursera,https://www.coursera.org/specializations/cybersecurity-foundations,Infosec,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/78/3d2059a14848f488f4dd716e799e52/Coursera_Cybersecurity_Foundations_600x600.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&q=50&fit=crop,4.7,Cyber Security
Mathematical Foundations of Machine Learning,3199,Udemy,https://www.udemy.com/course/machine-learning-data-science-foundations-masterclass/,Dr Jon Krohn SuperDataScience Team Ligency Team,https://img-c.udemycdn.com/course/240x135/3501832_8dbc_3.jpg,4.6,Machine Learning
Operating System(Full Course),0,Youtube,https://www.youtube.com/playlist?list=PLV8vIYTIdSnZ67NQObdXE0gFjrzPrNKHp,Easy Engineering Classes,https://img.youtube.com/vi/QhRPNO2f0g0/sddefault.jpg,0,Operating System
Complete Python Developer in 2023:,0,Udemy,https://www.udemy.com/course/complete-python-developer-zero-to-mastery/,Andrei Neagoie,https://img-c.udemycdn.com/course/240x135/2473048_8255_5.jpg,4.6,Development
Graph Theory,0,NPTEL,https://nptel.ac.in/courses/106108054,Dr. L. Sunil Chandran,https://assets.thehansindia.com/h-upload/2021/01/20/1025790-nptel.webp,0,Miscellaneous
Meta Front-End Developer,0,Coursera,https://www.coursera.org/professional-certificates/meta-front-end-developer,Meta,https://d3njjcbhbojbot.cloudfront.net/api/utilities/v1/imageproxy/https://d15cw65ipctsrr.cloudfront.net/ed/d25c0d25114924a34754928dbf8273/Front-end-dev-ProCert.png?auto=format%2Ccompress%2C%20enhance&dpr=1&w=265&h=216&fit=crop&q=50,4.7,Development
